166.5	100
167	100
167.5	100
168	100
168.5	100
169	101.381
169.5	102.815
170	103.399
170.5	102.577
171	101.051
171.5	100
172	100
172.5	100
173	100
173.5	100
174	100
174.5	100
175	100
175.5	100
176	100
176.5	100
177	100
177.5	100
178	100
178.5	100.417
179	102.065
179.5	105.19
180	109.924
180.5	115.633
181	122.101
181.5	129.382
182	137.689
182.5	147.695
183	159.515
183.5	172.726
184	186.495
184.5	199.801
185	211.809
185.5	222.077
186	230.887
186.5	238.808
187	246.537
187.5	254.366
188	262.296
188.5	270.041
189	277.1
189.5	283.107
190	287.983
190.5	291.385
191	293.301
191.5	293.73
192	292.423
192.5	290.338
193	288.238
193.5	287.19
194	287.916
194.5	291.307
195	297.38
195.5	305.217
196	314.271
196.5	323.626
197	332.772
197.5	341.277
198	348.998
198.5	355.805
199	361.746
199.5	366.984
200	371.615
200.5	375.958
201	380.091
201.5	383.747
202	386.532
202.5	387.769
203	387.062
203.5	384.498
204	380.294
204.5	375.688
205	371.523
205.5	368.705
206	367.526
206.5	368.438
207	371.653
207.5	376.558
208	382.962
208.5	390.103
209	397.362
209.5	404.115
210	410.222
210.5	416.041
211	422.241
211.5	429.326
212	437.721
212.5	447.09
213	456.634
213.5	465
214	471.38
214.5	474.857
215	474.781
215.5	471.487
216	464.713
216.5	455.944
217	446.443
217.5	437.476
218	429.791
218.5	423.68
219	418.646
219.5	413.29
220	406.299
220.5	397.04
221	385.594
221.5	372.078
222	357.593
222.5	342.922
223	328.691
223.5	315.186
224	302.78
224.5	291.626
225	281.638
225.5	272.487
226	263.212
226.5	253.149
227	241.907
227.5	230.045
228	218.663
228.5	209.489
229	203.068
229.5	199.705
230	198.113
230.5	197.081
231	195.419
231.5	192.777
232	189.611
232.5	186.696
233	184.387
233.5	182.606
234	180.686
234.5	177.882
235	173.742
235.5	168.983
236	164.384
236.5	160.758
237	158.291
237.5	156.778
238	155.215
238.5	152.869
239	149.381
239.5	145.359
240	141.567
240.5	138.955
241	137.868
241.5	137.994
242	138.287
242.5	137.833
243	135.636
243.5	131.791
244	126.549
244.5	120.764
245	115.273
245.5	110.569
246	106.772
246.5	103.767
247	101.642
247.5	100.358
248	100
248.5	100.545
249	101.689
249.5	102.963
250	103.735
250.5	103.572
251	102.453
251.5	101.076
252	100.064
252.5	100
253	100.525
253.5	101.686
254	102.933
254.5	104.025
255	105.198
255.5	106.884
256	109.377
256.5	112.675
257	115.929
257.5	118.094
258	118.606
258.5	117.92
259	117.046
259.5	117.432
260	120.116
260.5	125.834
261	132.76
261.5	139.381
262	144.187
262.5	146.799
263	147.324
263.5	147.12
264	147.549
264.5	149.628
265	153.092
265.5	157.569
266	162.406
266.5	166.984
267	170.742
267.5	173.467
268	175.031
268.5	175.036
269	173.83
269.5	171.819
270	169.958
270.5	169.405
271	171.083
271.5	175.069
272	180.749
272.5	187.416
273	193.983
273.5	199.736
274	204.433
274.5	208.521
275	212.344
275.5	216.258
276	220.441
276.5	225.054
277	230.161
277.5	235.868
278	242.359
278.5	249.464
279	256.95
279.5	264.291
280	270.893
280.5	275.906
281	279.301
281.5	281.185
282	281.592
282.5	281.052
283	279.683
283.5	277.465
284	274.363
284.5	270.163
285	264.93
285.5	258.804
286	251.847
286.5	244.452
287	236.859
287.5	229.392
288	222.28
288.5	215.736
289	209.708
289.5	203.931
290	197.866
290.5	190.934
291	182.845
291.5	173.923
292	165.113
292.5	157.615
293	152.32
293.5	149.339
294	148.437
294.5	147.785
295	146.162
295.5	142.719
296	137.815
296.5	132.095
297	126.66
297.5	122.328
298	119.491
298.5	117.674
299	116.506
299.5	115.675
300	114.887
300.5	113.921
301	112.435
301.5	110.24
302	107.249
302.5	103.986
303	101.191
303.5	100
304	100.344
304.5	103.106
305	107.53
305.5	112.642
306	117.898
306.5	123.119
307	128.508
307.5	134.519
308	141.225
308.5	148.371
309	155.509
309.5	162.465
310	169.575
310.5	177.692
311	187.789
311.5	201.794
312	219.372
312.5	240.218
313	263.466
313.5	287.632
314	311.627
314.5	334.661
315	356.435
