121.6152, 0.0000000E+00
122.0973, 1.410980
122.5794, 2.139908
123.0615, 2.140152
123.5436, 2.015297
124.0257, 2.150764
124.5079, 1.979889
124.9900, 1.442535
125.4721, 0.7319180
125.9542, 0.1408160
126.4363, 0.1039350
126.9184, 7.1281001E-02
127.4006, 0.1692050
127.8827, 0.4050600
128.3648, 0.7546690
128.8469, 1.303223
129.3290, 2.257614
129.8111, 3.107758
130.2932, 3.681641
130.7754, 3.951233
131.2575, 3.894272
131.7396, 3.063461
132.2217, 1.298882
132.7038, 0.3426900
133.1859, 1.202827
133.6681, 2.139847
134.1502, 2.422180
134.6323, 2.066071
135.1144, 1.646011
135.5965, 1.653786
136.0786, 2.588173
136.5608, 3.238586
137.0429, 3.519653
137.5250, 3.624207
138.0071, 3.797203
138.4892, 4.093666
138.9713, 4.292122
139.4535, 3.937607
139.9356, 2.181870
140.4177, 0.9946060
140.8998, 0.8056490
141.3819, 1.192055
141.8640, 1.604599
142.3462, 1.832062
142.8283, 1.869324
143.3104, 1.662621
143.7925, 0.9608080
144.2746, 0.3546520
144.7567, 0.2268680
145.2388, 0.5341870
145.7210, 0.9270630
146.2031, 1.235703
146.6852, 1.380013
147.1673, 1.266129
147.6494, 0.6806560
148.1315, 7.8156002E-02
148.6137, 0.1216050
149.0958, 0.9673000
149.5779, 1.841934
150.0600, 2.231026
150.5421, 2.409805
151.0242, 2.421860
151.5064, 2.239517
151.9885, 2.085625
152.4706, 2.252090
152.9527, 2.776215
153.4348, 3.100815
153.9169, 3.041008
154.3991, 2.828560
154.8812, 2.753609
155.3633, 3.017487
155.8454, 3.505493
156.3275, 3.729721
156.8096, 3.014397
157.2918, 2.270386
157.7739, 1.986526
158.2560, 2.031151
158.7381, 2.187370
159.2202, 2.314407
159.7023, 2.352272
160.1845, 2.258064
160.6666, 1.849724
161.1487, 1.555611
161.6308, 1.567665
162.1129, 1.871307
162.5950, 2.099228
163.0772, 2.111382
163.5593, 1.931839
164.0414, 1.650528
164.5235, 1.053543
165.0056, 0.5798650
165.4877, 0.4521410
165.9698, 0.8065030
166.4520, 1.362717
166.9341, 1.899147
167.4162, 2.446823
167.8983, 2.631760
168.3804, 2.087372
168.8625, 1.321411
169.3447, 0.8596420
169.8268, 0.8668750
170.3089, 1.132332
170.7910, 1.665527
171.2731, 2.362617
171.7552, 2.703247
172.2374, 2.117508
172.7195, 0.9929730
173.2016, 0.4973680
173.6837, 1.095543
174.1658, 1.841988
174.6479, 2.098640
175.1301, 1.926994
175.6122, 1.554962
176.0943, 0.9621200
176.5764, 0.1714480
177.0585, 0.1793670
177.5406, 0.4378590
178.0228, 1.072845
178.5049, 1.199593
178.9870, 0.8862380
179.4691, 0.6136860
179.9512, 0.8167190
180.4333, 1.713310
180.9155, 2.062889
181.3976, 1.334557
181.8797, 0.5000840
182.3618, 5.8136001E-02
182.8439, 0.2784500
183.3260, 0.2745440
183.8082, 0.1836400
184.2903, 2.7725000E-02
184.7724, 0.2946550
185.2545, 0.9740750
185.7366, 1.651825
186.2187, 2.155235
186.7009, 2.463028
187.1830, 2.543732
187.6651, 2.373810
188.1472, 1.748802
188.6293, 1.377861
189.1114, 1.634758
189.5936, 1.939362
