PE IR       RAMAN       SPECTRUM    ASCII       PEDS        1.60        	
1922	0.310373
1921	0.285077
1920	0.267124
1919	0.238108
1918	0.210213
1917	0.201702
1916	0.208044
1915	0.217103
1914	0.226545
1913	0.237369
1912	0.244426
1911	0.243163
1910	0.244832
1909	0.273633
1908	0.330042
1907	0.37167
1906	0.364518
1905	0.334095
1904	0.320863
1903	0.31538
1902	0.29385
1901	0.277543
1900	0.28975
1899	0.300908
1898	0.283813
1897	0.268125
1896	0.278115
1895	0.281453
1894	0.258874
1893	0.245881
1892	0.25525
1891	0.246906
1890	0.216865
1889	0.216054
1888	0.249361
1887	0.261282
1886	0.243759
1885	0.247144
1884	0.275206
1883	0.280594
1882	0.265121
1881	0.270223
1880	0.281763
1879	0.257802
1878	0.223469
1877	0.226473
1876	0.24116
1875	0.222873
1874	0.201964
1873	0.223135
1872	0.254702
1871	0.248575
1870	0.225949
1869	0.228428
1868	0.243353
1867	0.239586
1866	0.226068
1865	0.227189
1864	0.238347
1863	0.238513
1862	0.224065
1861	0.210213
1860	0.207471
1859	0.206899
1858	0.195288
1857	0.180816
1856	0.182867
1855	0.199508
1854	0.212264
1853	0.219058
1852	0.226545
1851	0.222659
1850	0.201725
1849	0.194096
1848	0.219368
1847	0.242948
1846	0.23458
1845	0.221896
1844	0.227618
1843	0.219798
1842	0.186467
1841	0.179243
1840	0.216031
1839	0.23446
1838	0.204157
1837	0.181627
1836	0.198507
1835	0.210404
1834	0.199699
1833	0.208067
1832	0.236558
1831	0.235772
1830	0.210237
1829	0.212025
1828	0.231766
1827	0.216364
1826	0.181818
1825	0.186443
1824	0.217103
1823	0.217199
1822	0.194501
1821	0.196647
1820	0.219464
1819	0.22931
1818	0.232863
1817	0.249099
1816	0.25897
1815	0.243067
1814	0.223183
1813	0.22242
1812	0.22571
1811	0.213217
1810	0.194811
1809	0.187325
1808	0.188398
1807	0.188422
1806	0.1899
1805	0.202131
1804	0.222277
1803	0.23117
1802	0.216031
1801	0.191807
1800	0.180196
1799	0.177121
1798	0.17085
1797	0.176
1796	0.204324
1795	0.226449
1794	0.216126
1793	0.200438
1792	0.208878
1791	0.217843
1790	0.206851
1789	0.209403
1788	0.24302
1787	0.260519
1786	0.235176
1785	0.212526
1784	0.21944
1783	0.217628
1782	0.19474
1781	0.195598
1780	0.22335
1779	0.224065
1778	0.197505
1777	0.20368
1776	0.245213
1775	0.262475
1774	0.248789
1773	0.251722
1772	0.268435
1771	0.257611
1770	0.234794
1769	0.243663
1768	0.265026
1767	0.257515
1766	0.243449
1765	0.257849
1764	0.27194
1763	0.254535
1762	0.241565
1761	0.26617
1760	0.291204
1759	0.27852
1758	0.253319
1757	0.246286
1756	0.24116
1755	0.223898
1754	0.218105
1753	0.239467
1752	0.264263
1751	0.26617
1750	0.255179
1749	0.26133
1748	0.29006
1747	0.309252
1746	0.295972
1745	0.276088
1744	0.281476
1743	0.291538
1742	0.277328
1741	0.267529
1740	0.294399
1739	0.319457
1738	0.300335
1737	0.272989
1736	0.279903
1735	0.28994
1734	0.275802
1733	0.279378
1732	0.316715
1731	0.324702
1730	0.278472
1729	0.245189
1728	0.256919
1727	0.257301
1726	0.2249
1725	0.215721
1724	0.243639
1723	0.253129
1722	0.23365
1721	0.231575
1720	0.243449
1719	0.224137
1718	0.192332
1717	0.202512
1716	0.234436
1715	0.230145
1714	0.205516
1713	0.213956
1712	0.243091
1711	0.247097
1710	0.234127
1709	0.236034
1708	0.241374
1707	0.228333
1706	0.215482
1705	0.225567
1704	0.243663
1703	0.249576
1702	0.249052
1701	0.24898
1700	0.239062
1699	0.215792
1698	0.196385
1697	0.195789
1696	0.204157
1695	0.198316
1694	0.178718
1693	0.17879
1692	0.216245
1691	0.252079
1690	0.240731
1689	0.202178
1688	0.186276
1687	0.192761
1686	0.195312
1685	0.205755
1684	0.235676
1683	0.246334
1682	0.218605
1681	0.205588
1680	0.237631
1679	0.259304
1678	0.236821
1677	0.224232
1676	0.249314
1675	0.254631
1674	0.219321
1673	0.206899
1672	0.237369
1671	0.249099
1670	0.227785
1669	0.230979
1668	0.261926
1667	0.260996
1666	0.230669
1665	0.231146
1664	0.255703
1663	0.24631
1662	0.213766
1661	0.215244
1660	0.242257
1659	0.244975
1658	0.229454
1657	0.231051
1656	0.23868
1655	0.228571
1654	0.222563
1653	0.245332
1652	0.271487
1651	0.26884
1650	0.250482
1649	0.244641
1648	0.250935
1647	0.254511
1646	0.255298
1645	0.263953
1644	0.281834
1643	0.296139
1642	0.297188
1641	0.293946
1640	0.295996
1639	0.289559
1638	0.263905
1637	0.24743
1636	0.267052
1635	0.290966
1634	0.276613
1633	0.246834
1632	0.242376
1631	0.243186
1630	0.22161
1629	0.214076
1628	0.249409
1627	0.277781
1626	0.2604
1625	0.244975
1624	0.267887
1623	0.281786
1622	0.25866
1621	0.250601
1620	0.278043
1619	0.284504
1618	0.255942
1617	0.250697
1616	0.27337
1615	0.261545
1614	0.218796
1613	0.215792
1612	0.251173
1611	0.255823
1610	0.230383
1609	0.237822
1608	0.274658
1607	0.283908
1606	0.268077
1605	0.269246
1604	0.275468
1603	0.253677
1602	0.22664
1601	0.228548
1600	0.23787
1599	0.22521
1598	0.212907
1597	0.228548
1596	0.251102
1595	0.249719
1594	0.234365
1593	0.23415
1592	0.252556
1591	0.267982
1590	0.265502
1589	0.256586
1588	0.258946
1587	0.267314
1586	0.267529
1585	0.270771
1584	0.291919
1583	0.306129
1582	0.286006
1581	0.262975
1580	0.276255
1579	0.293374
1578	0.271391
1577	0.24724
1576	0.26803
1575	0.296401
1574	0.289583
1573	0.28727
1572	0.318503
1571	0.325083
1570	0.278949
1569	0.255727
1568	0.295543
1567	0.325655
1566	0.304007
1565	0.293231
1564	0.32339
1563	0.333046
1562	0.300431
1561	0.284481
1560	0.300812
1559	0.299048
1558	0.278258
1557	0.291323
1556	0.332593
1555	0.3448
1554	0.32761
1553	0.326442
1552	0.337076
1551	0.322437
1550	0.293397
1549	0.287628
1548	0.299954
1547	0.303196
1546	0.302529
1545	0.315952
1544	0.334429
1543	0.341105
1542	0.341987
1541	0.350022
1540	0.361251
1539	0.364422
1538	0.360298
1537	0.360918
1536	0.370121
1535	0.371861
1534	0.355696
1533	0.34523
1532	0.36745
1531	0.402092
1530	0.411701
1529	0.40884
1528	0.425577
1527	0.438737
1526	0.410032
1525	0.37086
1524	0.372624
1523	0.392484
1522	0.386047
1521	0.377702
1520	0.399994
1519	0.415325
1518	0.393486
1517	0.382304
1516	0.412583
1515	0.431323
1514	0.410389
1513	0.406074
1512	0.441193
1511	0.453662
1510	0.42212
1509	0.409507
1508	0.436496
1507	0.446677
1506	0.427913
1505	0.434041
1504	0.469112
1503	0.477576
1502	0.454378
1501	0.445699
1500	0.452256
1499	0.442647
1498	0.436806
1497	0.470757
1496	0.514531
1495	0.51794
1494	0.499105
1493	0.506353
1492	0.536656
1491	0.555753
1490	0.561141
1489	0.571274
1488	0.588011
1487	0.603008
1486	0.621843
1485	0.655245
1484	0.70188
1483	0.747704
1482	0.785446
1481	0.825929
1480	0.880646
1479	0.936198
1478	0.977873
1477	1.02775
1476	1.118183
1475	1.232957
1474	1.334738
1473	1.436734
1472	1.575946
1471	1.743459
1470	1.919889
1469	2.15528
1468	2.510738
1467	2.97544
1466	3.511238
1465	4.09727
1464	4.657411
1463	5.03416
1462	5.172348
1461	5.194258
1460	5.230593
1459	5.285024
1458	5.370426
1457	5.602073
1456	6.067037
1455	6.697034
1454	7.331395
1453	7.771468
1452	7.784628
1451	7.235336
1450	6.259393
1449	5.185699
1448	4.262828
1447	3.557205
1446	3.064608
1445	2.773332
1444	2.624106
1443	2.539896
1442	2.496385
1441	2.508783
1440	2.564382
1439	2.636742
1438	2.722549
1437	2.828931
1436	2.938723
1435	3.027272
1434	3.097009
1433	3.160429
1432	3.227114
1431	3.283071
1430	3.316926
1429	3.329706
1428	3.330779
1427	3.31037
1426	3.258132
1425	3.197979
1424	3.165316
1423	3.150343
1422	3.127551
1421	3.126573
1420	3.196048
1419	3.314685
1418	3.433775
1417	3.575921
1416	3.788399
1415	4.03788
1414	4.260349
1413	4.458045
1412	4.64549
1411	4.770755
1410	4.804015
1409	4.813551
1408	4.863405
1407	4.919052
1406	4.945373
1405	4.977917
1404	5.030918
1403	5.046558
1402	5.005455
1401	4.958844
1400	4.911613
1399	4.793572
1398	4.583406
1397	4.341387
1396	4.101252
1395	3.84016
1394	3.565168
1393	3.326463
1392	3.141832
1391	2.991747
1390	2.880549
1389	2.825593
1388	2.810311
1387	2.804017
1386	2.813768
1385	2.853155
1384	2.905368
1383	2.940845
1382	2.967786
1381	3.012609
1380	3.088212
1379	3.182649
1378	3.292346
1377	3.436017
1376	3.639721
1375	3.904008
1374	4.212474
1373	4.566812
1372	4.976344
1371	5.409359
1370	5.805802
1369	6.143999
1368	6.440687
1367	6.688475
1366	6.859135
1365	6.961202
1364	7.021164
1363	7.025313
1362	6.957006
1361	6.858658
1360	6.781792
1359	6.708669
1358	6.609487
1357	6.507134
1356	6.421089
1355	6.300711
1354	6.115865
1353	5.918884
1352	5.766248
1351	5.646657
1350	5.561947
1349	5.556058
1348	5.618715
1347	5.666208
1346	5.667471
1345	5.668306
1344	5.668854
1343	5.603885
1342	5.463981
1341	5.310344
1340	5.165362
1339	5.001068
1338	4.837322
1337	4.730272
1336	4.685568
1335	4.668879
1334	4.687213
1333	4.773163
1332	4.91383
1331	5.074095
1330	5.25341
1329	5.4811
1328	5.76713
1327	6.107568
1326	6.51009
1325	6.99768
1324	7.575225
1323	8.200836
1322	8.777284
1321	9.184145
1320	9.325146
1319	9.169149
1318	8.779287
1317	8.303689
1316	7.886695
1315	7.571172
1314	7.321929
1313	7.116818
1312	6.94766
1311	6.758689
1310	6.49333
1309	6.180548
1308	5.880928
1307	5.579638
1306	5.24075
1305	4.909229
1304	4.649543
1303	4.447841
1302	4.26743
1301	4.142975
1300	4.098558
1299	4.093408
1298	4.100275
1297	4.171395
1296	4.328036
1295	4.512023
1294	4.689741
1293	4.903364
1292	5.166769
1291	5.431294
1290	5.689811
1289	6.002283
1288	6.395363
1287	6.834936
1286	7.294416
1285	7.768392
1284	8.197975
1283	8.499169
1282	8.642125
1281	8.662199
1280	8.592677
1279	8.487582
1278	8.456778
1277	8.651995
1276	9.170961
1275	10.014343
1274	11.033463
1273	11.916399
1272	12.271165
1271	11.835956
1270	10.649108
1269	9.030699
1268	7.385587
1267	5.988478
1266	4.922032
1265	4.159736
1264	3.641629
1263	3.278613
1262	2.986526
1261	2.751684
1260	2.604556
1259	2.525424
1258	2.463126
1257	2.426028
1256	2.458453
1255	2.550387
1254	2.665281
1253	2.842998
1252	3.127932
1251	3.482699
1250	3.830194
1249	4.158401
1248	4.454803
1247	4.644703
1246	4.674601
1245	4.600143
1244	4.495954
1243	4.374289
1242	4.246163
1241	4.16305
1240	4.133057
1239	4.092955
1238	4.014277
1237	3.937554
1236	3.881263
1235	3.813886
1234	3.736519
1233	3.697228
1232	3.708004
1231	3.727793
1230	3.72858
1229	3.70872
1228	3.65014
1227	3.528904
1226	3.364419
1225	3.21021
1224	3.104281
1223	3.058123
1222	3.072166
1221	3.131675
1220	3.190135
1219	3.177309
1218	3.041338
1217	2.788424
1216	2.476739
1215	2.1636
1214	1.87807
1213	1.643037
1212	1.482915
1211	1.389765
1210	1.324892
1209	1.269507
1208	1.23229
1207	1.204061
1206	1.162004
1205	1.11835
1204	1.101756
1203	1.098108
1202	1.076698
1201	1.05915
1200	1.078605
1199	1.108646
1198	1.107192
1197	1.098561
1196	1.117181
1195	1.132535
1194	1.109051
1193	1.083922
1192	1.096653
1191	1.119828
1190	1.125502
1189	1.145982
1188	1.197266
1187	1.236343
1186	1.245617
1185	1.272439
1184	1.339173
1183	1.409292
1182	1.46923
1181	1.554894
1180	1.67582
1179	1.798081
1178	1.912736
1177	2.04153
1176	2.177023
1175	2.288222
1174	2.3808
1173	2.49207
1172	2.631688
1171	2.788114
1170	2.970504
1169	3.214144
1168	3.540968
1167	3.951525
1166	4.438328
1165	4.994821
1164	5.598044
1163	6.186652
1162	6.66902
1161	6.964421
1160	7.03454
1159	6.878876
1158	6.538319
1157	6.116008
1156	5.739808
1155	5.484223
1154	5.357241
1153	5.3617
1152	5.502676
1151	5.738806
1150	5.995941
1149	6.2294
1148	6.405019
1147	6.440973
1146	6.263709
1145	5.904126
1144	5.465888
1143	5.028533
1142	4.649662
1141	4.406595
1140	4.332113
1139	4.376149
1138	4.487895
1137	4.690051
1136	4.984402
1135	5.286765
1134	5.494427
1133	5.5799
1132	5.543875
1131	5.390787
1130	5.174398
1129	5.005383
1128	4.963326
1127	5.068182
1126	5.338597
1125	5.811548
1124	6.490826
1123	7.343888
1122	8.339238
1121	9.427928
1120	10.484647
1119	11.330056
1118	11.818957
1117	11.889147
1116	11.553359
1115	10.877966
1114	9.970331
1113	8.937478
1112	7.863259
1111	6.809926
1110	5.835652
1109	4.995059
1108	4.31652
1107	3.78952
1106	3.378653
1105	3.068828
1104	2.863001
1103	2.750325
1102	2.698278
1101	2.700734
1100	2.775692
1099	2.922677
1098	3.128409
1097	3.420257
1096	3.842949
1095	4.386401
1094	4.990792
1093	5.618309
1092	6.221675
1091	6.710672
1090	7.01549
1089	7.185864
1088	7.316803
1087	7.430243
1086	7.509946
1085	7.569289
1084	7.62012
1083	7.620286
1082	7.573604
1081	7.58872
1080	7.808518
1079	8.312845
1078	9.129285
1077	10.187458
1076	11.221909
1075	11.843991
1074	11.795687
1073	11.120367
1072	10.070562
1071	8.94761
1070	7.996082
1069	7.355737
1068	7.041049
1067	7.009673
1066	7.24461
1065	7.778477
1064	8.643364
1063	9.834909
1062	11.267113
1061	12.743091
1060	13.946533
1059	14.538264
1058	14.322185
1057	13.387537
1056	12.08055
1055	10.783338
1054	9.744024
1053	9.063029
1052	8.751797
1051	8.726739
1050	8.814883
1049	8.852696
1048	8.747434
1047	8.46014
1046	7.992053
1045	7.410025
1044	6.807422
1043	6.226348
1042	5.66647
1041	5.166363
1040	4.790139
1039	4.557418
1038	4.449558
1037	4.476189
1036	4.662466
1035	4.990291
1034	5.421352
1033	5.93574
1032	6.476616
1031	6.916236
1030	7.126903
1029	7.075119
1028	6.774425
1027	6.251597
1026	5.58083
1025	4.90663
1024	4.348707
1023	3.944945
1022	3.69997
1021	3.634762
1020	3.755497
1019	4.021525
1018	4.364275
1017	4.705882
1016	4.956936
1015	5.041718
1014	4.945325
1013	4.724502
1012	4.47309
1011	4.274153
1010	4.181122
1009	4.218363
1008	4.399538
1007	4.718637
1006	5.136203
1005	5.566549
1004	5.889844
1003	5.978775
1002	5.760645
1001	5.29468
1000	4.741048
999	4.237651
998	3.827095
997	3.530693
996	3.403329
995	3.485465
994	3.755235
993	4.160904
992	4.621601
991	4.992246
990	5.111551
989	4.923558
988	4.497981
987	3.941965
986	3.345942
985	2.800416
984	2.368998
983	2.046418
982	1.78864
981	1.580262
980	1.430249
979	1.326465
978	1.244306
977	1.175355
976	1.118993
975	1.061964
974	1.000738
973	0.95489
972	0.934123
971	0.924944
970	0.912666
969	0.908637
968	0.920891
967	0.943922
966	0.971746
965	1.012778
964	1.070547
963	1.13995
962	1.219439
961	1.313495
960	1.420807
959	1.536011
958	1.6613
957	1.807427
956	1.982474
955	2.194333
954	2.451038
953	2.755403
952	3.081154
951	3.364276
950	3.534221
949	3.576993
948	3.550171
947	3.520393
946	3.50809
945	3.502058
944	3.487753
943	3.426671
942	3.270077
941	3.012752
940	2.715539
939	2.432656
938	2.194714
937	2.031397
936	1.97854
935	2.023124
934	2.122855
933	2.274608
932	2.52428
931	2.914929
930	3.492116
929	4.341387
928	5.556344
927	7.138657
926	8.951878
925	10.728263
924	12.100958
923	12.724065
922	12.467193
921	11.512231
920	10.222339
919	8.940887
918	7.901167
917	7.218289
916	6.891989
915	6.812787
914	6.834244
913	6.820654
912	6.675291
911	6.346178
910	5.851316
909	5.268073
908	4.694485
907	4.192471
906	3.771281
905	3.413581
904	3.128361
903	2.927398
902	2.811193
901	2.770543
900	2.842211
899	3.085875
898	3.556418
897	4.323816
896	5.441474
895	6.853413
894	8.319211
893	9.537816
892	10.330271
891	10.756182
890	11.08787
889	11.705517
888	12.87775
887	14.540743
886	16.260075
885	17.448592
884	17.676019
883	16.858363
882	15.264201
881	13.347148
880	11.501359
879	9.900975
878	8.574509
877	7.550549
876	6.895303
875	6.611371
874	6.614279
873	6.779623
872	6.981253
871	7.072424
870	6.927633
869	6.490135
868	5.800437
867	4.971528
866	4.134893
865	3.41165
864	2.849578
863	2.441477
862	2.137446
861	1.897239
860	1.699805
859	1.544165
858	1.42641
857	1.333022
856	1.249241
855	1.168751
854	1.094317
853	1.032519
852	0.993227
851	0.972914
850	0.952911
849	0.922465
848	0.900721
847	0.901055
846	0.901269
845	0.879502
844	0.856995
843	0.853991
842	0.847339
841	0.816798
840	0.793385
839	0.804948
838	0.824952
837	0.820946
836	0.807642
835	0.804662
834	0.800991
833	0.793457
832	0.805878
831	0.839924
830	0.86615
829	0.879168
828	0.905394
827	0.948858
826	0.988936
825	1.031184
824	1.099109
823	1.181244
822	1.245379
821	1.297378
820	1.367807
819	1.45781
818	1.546955
817	1.640176
816	1.760888
815	1.912593
814	2.081584
813	2.261662
812	2.456879
811	2.660393
810	2.85294
809	3.01845
808	3.164386
807	3.308892
806	3.451204
805	3.566193
804	3.638482
803	3.671765
802	3.661775
801	3.595256
800	3.481602
799	3.344893
798	3.185772
797	2.999711
796	2.818965
795	2.677178
794	2.548193
793	2.392983
792	2.23577
791	2.123665
790	2.043819
789	1.961469
788	1.889061
787	1.845383
786	1.798319
785	1.721167
784	1.648449
783	1.610493
782	1.581478
781	1.538586
780	1.507735
779	1.500725
778	1.486587
777	1.45328
776	1.431536
775	1.431512
774	1.424407
773	1.400732
772	1.38731
771	1.396822
770	1.410675
769	1.41797
768	1.430702
767	1.458835
766	1.495647
765	1.530313
764	1.55785
763	1.579093
762	1.595735
761	1.611685
760	1.638007
759	1.685357
758	1.738595
757	1.765537
756	1.76692
755	1.783967
754	1.833128
753	1.882576
752	1.914906
751	1.953768
750	2.004003
749	2.037715
748	2.059292
747	2.108001
746	2.180624
745	2.23186
744	2.256464
743	2.28908
742	2.32768
741	2.349424
740	2.380275
739	2.458906
738	2.55618
737	2.62897
736	2.704334
735	2.82936
734	2.980399
733	3.120827
732	3.275489
731	3.47476
730	3.675079
729	3.812646
728	3.871369
727	3.852534
726	3.739333
725	3.539609
724	3.306174
723	3.080511
722	2.861022
721	2.642273
720	2.443194
719	2.28219
718	2.153825
717	2.042245
716	1.943802
715	1.868319
714	1.819705
713	1.783108
712	1.743435
711	1.705813
710	1.675462
709	1.637911
708	1.583933
707	1.537775
706	1.515769
705	1.497507
704	1.466584
703	1.446509
702	1.449108
701	1.44453
700	1.417398
699	1.398992
698	1.403021
697	1.398253
696	1.373052
695	1.357054
694	1.354503
693	1.335906
692	1.308059
691	1.308536
690	1.326823
689	1.321411
688	1.307773
687	1.331543
686	1.375484
685	1.392936
684	1.403379
683	1.446962
682	1.495289
681	1.506853
680	1.520633
679	1.58627
678	1.671957
677	1.72367
676	1.758456
675	1.815295
674	1.888799
673	1.968455
672	2.080011
671	2.230668
670	2.385592
669	2.527976
668	2.682924
667	2.859425
666	3.028678
665	3.173303
664	3.309845
663	3.452992
662	3.593015
661	3.720903
660	3.858137
659	4.041814
658	4.269599
657	4.47998
656	4.613161
655	4.66597
654	4.642057
653	4.507756
652	4.255986
651	3.972005
650	3.73764
649	3.556632
648	3.410005
647	3.333878
646	3.332114
645	3.35257
644	3.385686
643	3.497552
642	3.705215
641	3.94926
640	4.234504
639	4.651904
638	5.245256
637	5.98154
636	6.872916
635	7.972288
634	9.230017
633	10.46698
632	11.490702
631	12.131118
630	12.23216
629	11.755871
628	10.869193
627	9.804606
626	8.690953
625	7.604098
624	6.659984
623	5.938816
622	5.384659
621	4.917407
620	4.536795
619	4.27308
618	4.090356
617	3.941082
616	3.820109
615	3.737306
614	3.678202
613	3.632664
612	3.620958
611	3.666925
610	3.768444
609	3.896188
608	4.037952
607	4.222488
606	4.488468
605	4.834079
604	5.250859
603	5.769205
602	6.410193
601	7.111072
600	7.78017
599	8.365797
598	8.798122
597	8.947634
596	8.752036
595	8.299827
594	7.694125
593	6.955432
592	6.143927
591	5.413031
590	4.838347
589	4.34494
588	3.893113
587	3.546547
586	3.307604
585	3.07455
584	2.825236
583	2.645635
582	2.556419
581	2.487921
580	2.435398
579	2.44441
578	2.47426
577	2.442216
576	2.384519
575	2.384543
574	2.421808
573	2.426052
572	2.426695
571	2.47941
570	2.551031
569	2.579498
568	2.594304
567	2.647495
566	2.730321
565	2.802085
564	2.875542
563	2.973771
562	3.099775
561	3.237795
560	3.404259
559	3.618049
558	3.893017
557	4.207634
556	4.564619
555	5.004596
554	5.591297
553	6.342577
552	7.281112
551	8.4944
550	10.110998
549	12.205719
548	14.866709
547	18.20302
546	22.180461
545	26.400756
544	30.214953
543	32.96585
542	34.142947
541	33.509373
540	31.318569
539	28.285241
538	25.17786
537	22.452235
536	20.290613
535	18.703174
534	17.51914
533	16.441106
532	15.310215
531	14.134693
530	12.911748
529	11.599278
528	10.296845
527	9.177374
526	8.257341
525	7.420563
524	6.680607
523	6.124162
522	5.714988
521	5.322575
520	4.951214
519	4.667925
518	4.441165
517	4.191684
516	3.95708
515	3.801727
514	3.697896
513	3.566789
512	3.411364
511	3.270554
510	3.1605
509	3.074502
508	3.026652
507	3.01764
506	3.017687
505	2.98295
504	2.910161
503	2.848839
502	2.84698
501	2.884697
500	2.912425
499	2.936935
498	3.001022
497	3.099989
496	3.224825
495	3.441596
494	3.793478
493	4.178667
492	4.470586
491	4.671454
490	4.794502
489	4.740691
488	4.468393
487	4.130697
486	3.852725
485	3.568935
484	3.232693
483	2.968835
482	2.84388
481	2.741432
480	2.601313
479	2.529144
478	2.557802
477	2.578067
476	2.57802
475	2.6726
474	2.86107
473	3.027534
472	3.19209
471	3.482508
470	3.879165
469	4.249691
468	4.588341
467	4.966306
466	5.319666
465	5.524802
464	5.602979
463	5.649495
462	5.665326
461	5.620646
460	5.58362
459	5.628585
458	5.716943
457	5.755257
456	5.714464
455	5.615091
454	5.463552
453	5.255436
452	5.01852
451	4.830598
450	4.763102
449	4.825758
448	5.002617
447	5.333542
446	5.856847
445	6.491136
444	7.088041
443	7.584857
442	7.946348
441	8.04336
440	7.775521
439	7.275962
438	6.728887
437	6.160807
436	5.541872
435	5.00617
434	4.653286
433	4.37479
432	4.100871
431	3.968715
430	4.074454
429	4.288291
428	4.587864
427	5.195856
426	6.287288
425	7.821583
424	9.807324
423	12.249255
422	14.744615
421	16.514539
420	17.023587
419	16.319155
418	14.780521
417	12.849187
416	10.958456
415	9.384465
414	8.096647
413	6.978297
412	6.089782
411	5.57537
410	5.401492
409	5.455017
408	5.721545
407	6.219387
406	6.801104
405	7.238578
404	7.383894
403	7.217311
402	6.785583
401	6.182885
400	5.567669
399	5.099582
398	4.881525
397	4.923367
396	5.205726
395	5.734801
394	6.452918
393	7.111501
392	7.390475
391	7.16958
390	6.55384
389	5.681324
388	4.69551
387	3.834104
386	3.260254
385	2.880835
384	2.547407
383	2.326869
382	2.295732
381	2.305889
380	2.22814
379	2.201104
378	2.344894
377	2.510738
376	2.596426
375	2.767872
374	3.128623
373	3.521275
372	3.880262
371	4.388523
370	5.102348
369	5.829477
368	6.490302
367	7.181239
366	7.816243
365	8.131432
364	8.086395
363	7.872962
362	7.544064
361	7.014775
360	6.371951
359	5.815315
358	5.352544
357	4.874467
356	4.416728
355	4.095411
354	3.878784
353	3.668713
352	3.47464
351	3.366136
350	3.329014
349	3.305888
348	3.29113
347	3.31602
346	3.381323
345	3.443145
344	3.478622
343	3.531646
342	3.652572
341	3.791356
340	3.866314
339	3.919506
338	4.048752
337	4.205107
336	4.277181
335	4.330062
334	4.489207
333	4.66361
332	4.700708
331	4.694962
330	4.7935
329	4.875254
328	4.797506
327	4.714727
326	4.78003
325	4.823708
324	4.709029
323	4.635787
322	4.75018
321	4.846334
320	4.795193
319	4.8002
318	4.958152
317	5.044507
316	4.968571
315	4.923677
314	4.933333
313	4.77159
312	4.434967
311	4.172086
310	4.009532
309	3.746175
308	3.403472
307	3.195905
306	3.107261
305	2.949309
304	2.747511
303	2.665066
302	2.668046
301	2.603006
300	2.488327
299	2.440142
298	2.45428
297	2.442693
296	2.402663
295	2.389359
294	2.412271
293	2.43318
292	2.442932
291	2.497649
290	2.652883
289	2.877926
288	3.115773
287	3.427243
286	3.90942
285	4.47483
284	4.928565
283	5.245304
282	5.481767
281	5.493426
280	5.11918
279	4.555988
278	4.110002
277	3.728508
276	3.241419
275	2.811241
274	2.632737
273	2.493643
272	2.179336
271	1.910781
270	1.899528
269	1.908516
268	1.747727
267	1.661849
266	1.806807
265	1.910376
264	1.832485
263	1.830005
262	1.970386
261	1.949024
260	1.701903
259	1.54283
258	1.546359
257	1.453948
256	1.244735
255	1.178956
254	1.260066
253	1.244688
252	1.139283
251	1.155209
250	1.267528
249	1.292657
248	1.266932
247	1.353883
246	1.522946
245	1.634669
244	1.697325
243	1.798176
242	1.907563
241	1.90947
240	1.773166
239	1.594924
238	1.478409
237	1.407217
236	1.305747
235	1.213526
234	1.237654
233	1.31998
232	1.305747
231	1.253604
230	1.341724
229	1.484394
228	1.457238
227	1.350545
226	1.403045
225	1.501035
224	1.409387
223	1.304841
222	1.453495
221	1.64361
220	1.588678
219	1.510763
218	1.666545
217	1.785945
216	1.627731
215	1.50249
214	1.636195
213	1.684212
212	1.444959
211	1.294159
210	1.419067
209	1.443147
208	1.216053
207	1.111388
206	1.237297
205	1.227068
204	1.014161
203	0.952792
202	1.073145
201	1.03116
200	0.819492
