##NAMES=Cotunnite
##LOCALITY=Mount Vesuvius, Somma-Vesuvius Complex, Naples Province, Campania, Italy
##RRUFFID=R060655
##CHEMISTRY=PbCl_2_
98.353, 279.182
100.282, 290.821
102.210, 314.503
104.139, 325.480
106.067, 375.798
107.996, 472.553
109.924, 630.960
111.853, 900.449
113.781, 1317.924
115.710, 1767.572
117.638, 1970.202
119.566, 2550.491
121.495, 3436.160
123.423, 5066.075
125.352, 8325.335
127.280, 13696.610
129.209, 18746.740
131.137, 24228.461
133.066, 28254.359
134.994, 28714.801
136.923, 28615.881
138.851, 30235.539
140.779, 33568.250
142.708, 39567.160
144.637, 49846.641
146.565, 59281.770
148.493, 68220.039
150.422, 74531.906
152.350, 76716.680
154.279, 75466.180
156.207, 73106.773
158.136, 68980.852
160.064, 65296.941
161.993, 62078.871
163.921, 59362.910
165.850, 57231.730
167.778, 55575.969
169.707, 54375.570
171.635, 53718.629
173.564, 52986.680
175.492, 52440.590
177.420, 51290.301
179.349, 49252.340
181.277, 46524.398
183.206, 43042.340
185.134, 38970.551
187.063, 35099.629
188.991, 31352.490
190.920, 28055.301
192.848, 25288.539
194.777, 22921.490
196.705, 20958.711
198.634, 19293.381
200.562, 17835.859
202.490, 16602.480
204.419, 15440.030
206.347, 14344.290
208.276, 13328.170
210.204, 12403.550
212.133, 11558.670
214.061, 10783.150
215.990, 10076.520
217.918, 9448.679
219.847, 8910.167
221.775, 8387.808
223.704, 7867.659
225.632, 7384.058
227.561, 6954.078
229.489, 6564.220
231.417, 6207.269
233.346, 5882.580
235.274, 5594.109
237.203, 5344.038
239.131, 5103.917
241.060, 4864.990
242.988, 4644.508
244.917, 4461.716
246.845, 4292.238
248.774, 4100.820
250.702, 3890.118
252.631, 3713.732
254.559, 3577.656
256.488, 3444.865
258.416, 3304.314
260.345, 3168.923
262.273, 3042.950
264.201, 2926.435
266.130, 2822.667
268.058, 2731.624
269.987, 2636.585
271.915, 2534.180
273.844, 2441.932
275.772, 2367.391
277.701, 2301.325
279.629, 2241.708
281.558, 2186.453
283.486, 2133.336
285.415, 2082.093
287.343, 2028.399
289.272, 1971.699
291.200, 1914.248
293.128, 1854.025
295.057, 1796.979
296.985, 1743.883
298.914, 1696.610
300.842, 1661.582
302.771, 1636.830
304.699, 1601.721
306.628, 1552.996
308.556, 1510.716
310.485, 1484.230
312.413, 1458.608
314.342, 1425.312
316.270, 1391.975
318.198, 1369.099
320.127, 1354.208
322.056, 1333.744
323.984, 1307.146
325.912, 1281.409
327.841, 1257.442
329.769, 1235.426
331.698, 1214.210
333.626, 1195.819
335.555, 1185.338
337.483, 1178.332
339.412, 1160.777
341.340, 1133.391
343.269, 1112.599
345.197, 1102.471
347.125, 1093.819
349.054, 1085.490
350.983, 1076.522
352.911, 1066.287
354.839, 1055.235
356.768, 1042.838
358.696, 1029.984
360.625, 1021.546
362.553, 1018.518
364.482, 1014.996
366.410, 1007.076
368.339, 1002.219
370.267, 1005.834
372.196, 1010.240
374.124, 1009.333
376.052, 1004.109
377.981, 996.155
379.909, 985.812
381.838, 977.732
383.766, 972.458
385.695, 969.483
387.623, 971.567
389.552, 972.089
391.480, 964.436
393.409, 956.875
395.337, 961.015
397.266, 972.257
399.194, 979.697
401.123, 983.119
403.051, 980.449
404.979, 966.634
406.908, 956.041
408.836, 954.188
410.765, 952.201
412.693, 942.593
414.622, 932.652
416.550, 935.895
418.479, 945.180
420.407, 940.375
422.336, 919.699
424.264, 900.807
426.193, 884.733
428.121, 872.754
430.050, 866.329
431.978, 862.283
433.906, 862.333
435.835, 861.447
437.763, 851.133
439.692, 836.370
441.620, 830.482
443.549, 834.514
445.477, 829.515
447.406, 807.413
449.334, 788.809
451.263, 777.757
453.191, 767.988
455.120, 755.520
457.048, 744.843
458.977, 743.069
460.905, 744.168
462.834, 736.728
464.762, 721.481
466.690, 711.462
468.619, 710.185
470.547, 706.160
472.476, 694.437
474.404, 686.648
476.333, 689.204
478.261, 692.040
480.190, 687.360
482.118, 681.243
484.047, 681.584
485.975, 685.659
487.904, 684.368
489.832, 676.623
491.761, 670.284
493.689, 666.372
495.617, 662.547
497.546, 658.603
499.474, 654.994
501.403, 652.774
503.331, 650.061
505.260, 643.889
507.188, 637.762
509.117, 637.648
511.045, 641.606
512.974, 638.769
514.902, 626.535
516.831, 619.818
518.759, 622.406
520.688, 623.253
522.616, 619.354
524.544, 617.454
